Player,Country,Date of Birth,Player_ID
Nat Lofthouse,England,1925-08-27,ENG-LOFTNAT-19250827
Ivor Broadis,England,1922-12-18,ENG-BROAIVOR-19221218
Jimmy Dickinson,England,1925-04-24,ENG-DICKJIMM-19250424
Syd Owen,England,1922-02-28,ENG-OWENSYD-19220228
Roger Byrne,England,1929-09-08,ENG-BYRNROGE-19290908
Ron Staniforth,England,1924-04-13,ENG-STANRON-19240413
Jimmy Mullen,England,1923-01-06,ENG-MULLJIMM-19230106
Gil Merrick,England,1922-01-26,ENG-MERRGIL-19220126
Albert Quixall,England,1933-08-09,ENG-QUIXALBE-19330809
Alan Hodgkinson,England,1936-08-16,ENG-HODGALAN-19360816
Ray Clemence,England,1948-08-05,ENG-CLEMRAY-19480805
Peter Sillett,England,1933-02-01,ENG-SILLPETE-19330201
Terry McDermott,England,1951-12-08,ENG-MCDETERR-19511208
Paul Mariner,England,1953-05-22,ENG-MARIPAUL-19530522
Mick Mills,England,1949-01-04,ENG-MILLMICK-19490104
Joe Corrigan,England,1948-11-18,ENG-CORRJOE-19481118
Kevin Keegan,England,1951-02-14,ENG-KEEGKEVI-19510214
Chris Waddle,England,1960-12-14,ENG-WADDCHRI-19601214
Gary Lineker,England,1960-11-30,ENG-LINEGARY-19601130
Mark Hateley,England,1961-11-07,ENG-HATEMARK-19611107
Phil Jones,England,1992-02-21,ENG-JONEPHIL-19920221
Alex Oxlade-Chamberlain,England,1993-08-15,ENG-OXLAALEX-19930815
Jordan Henderson,England,1990-06-17,ENG-HENDJORD-19900617
Ben Foster,England,1983-04-03,ENG-FOSTBEN-19830403
Chris Smalling,England,1989-11-22,ENG-SMALCHRI-19891122
Glenn Hoddle,England,1957-10-27,ENG-HODDGLEN-19571027
Danny Welbeck,England,1990-11-26,ENG-WELBDANN-19901126
Nobby Stiles,England,1942-05-18,ENG-STILNOBB-19420518
Dave Beasant,England,1959-03-20,ENG-BEASDAVE-19590320
Neil Webb,England,1963-07-30,ENG-WEBBNEIL-19630730
Conor Gallagher,England,2000-02-06,ENG-GALLCONO-20000206
Viv Anderson,England,1956-08-29,ENG-ANDEVIV-19560829
Trevor Brooking,England,1948-10-02,ENG-BROOTREV-19481002
Terry Butcher,England,1958-12-28,ENG-BUTCTERR-19581228
Alvin Martin,England,1958-07-29,ENG-MARTALVI-19580729
Trent Alexander-Arnold,England,1998-10-07,ENG-ALEXTREN-19981007
Ruben Loftus-Cheek,England,1996-01-23,ENG-LOFTRUBE-19960123
Dele Alli,England,1996-04-11,ENG-ALLIDELE-19960411
Harry Maguire,England,1993-03-05,ENG-MAGUHARR-19930305
John Stones,England,1994-05-28,ENG-STONJOHN-19940528
George Cohen,England,1939-10-22,ENG-COHEGEOR-19391022
Eric Dier,England,1994-01-15,ENG-DIERERIC-19940115
Trevor Francis,England,1954-04-19,ENG-FRANTREV-19540419
Jamie Carragher,England,1978-01-28,ENG-CARRJAMI-19780128
Nick Pope,England,1992-04-19,ENG-POPENICK-19920419
Des Walker,England,1965-11-26,ENG-WALKDES-19651126
Paul Parker,England,1964-04-04,ENG-PARKPAUL-19640404
Mark Wright,England,1963-08-01,ENG-WRIGMARK-19630801
Tony Dorigo,England,1965-12-31,ENG-DORITONY-19651231
Steve McMahon,England,1961-08-20,ENG-MCMASTEV-19610820
Raheem Sterling,England,1994-12-08,ENG-STERRAHE-19941208
Adam Lallana,England,1988-05-10,ENG-LALLADAM-19880510
Fraser Forster,England,1988-03-17,ENG-FORSFRAS-19880317
Luke Shaw,England,1995-07-12,ENG-SHAWLUKE-19950712
Gordon Banks,England,1937-12-30,ENG-BANKGORD-19371230
Paul Gascoigne,England,1967-05-27,ENG-GASCPAUL-19670527
Gary M Stevens,England,1963-03-27,ENG-STEVGARY-19630327
Steve Foster,England,1957-09-24,ENG-FOSTSTEV-19570924
Bukayo Saka,England,2001-09-05,ENG-SAKABUKA-20010905
Ben White,England,1997-10-08,ENG-WHITBEN-19971008
Jude Bellingham,England,2003-06-29,ENG-BELLJUDE-20030629
David Platt,England,1966-06-10,ENG-PLATDAVI-19660610
Ross Barkley,England,1993-12-05,ENG-BARKROSS-19931205
Phil Foden,England,2000-05-28,ENG-FODEPHIL-20000528
Norman Hunter,England,1943-10-29,ENG-HUNTNORM-19431029
Rickie Lambert,England,1982-02-16,ENG-LAMBRICK-19820216
Wayne Rooney,England,1985-10-24,ENG-ROONWAYN-19851024
Frank Lampard,England,1978-06-20,ENG-LAMPFRAN-19780620
John Terry,England,1980-12-07,ENG-TERRJOHN-19801207
Steven Gerrard,England,1980-05-30,ENG-GERRSTEV-19800530
Paul Robinson,England,1979-10-15,ENG-ROBIPAUL-19791015
Steve Coppell,England,1955-07-09,ENG-COPPSTEV-19550709
Mason Mount,England,1999-01-10,ENG-MOUNMASO-19990110
Jackie Milburn,England,1924-05-11,ENG-MILBJACK-19240511
Jermaine Jenas,England,1983-02-18,ENG-JENAJERM-19830218
Wilf Mannion,England,1918-05-16,ENG-MANNWILF-19180516
Bobby Smith,England,1933-02-22,ENG-SMITBOBB-19330222
Stanley Matthews,England,1915-02-01,ENG-MATTSTAN-19150201
Aaron Ramsdale,England,1998-05-14,ENG-RAMSAARO-19980514
Ron Springett,England,1935-07-22,ENG-SPRIRON-19350722
Jimmy Armfield,England,1935-09-02,ENG-ARMFJIMM-19350902
Ray Wilson,England,1934-12-17,ENG-WILSRAY-19341217
Peter Swan,England,1936-10-08,ENG-SWANPETE-19361008
Ron Flowers,England,1934-07-28,ENG-FLOWRON-19340728
John Connelly,England,1938-07-18,ENG-CONNJOHN-19380718
Callum Wilson,England,1992-02-27,ENG-WILSCALL-19920227
Jimmy Greaves,England,1940-02-20,ENG-GREAJIMM-19400220
Stan Anderson,England,1933-02-27,ENG-ANDESTAN-19330227
Bobby Moore,England,1941-04-12,ENG-MOORBOBB-19410412
Phil Neal,England,1951-02-20,ENG-NEALPHIL-19510220
Roger Hunt,England,1938-07-20,ENG-HUNTROGE-19380720
George Eastham,England,1936-09-23,ENG-EASTGEOR-19360923
Jimmy Adamson,England,1929-04-04,ENG-ADAMJIMM-19290404
Michael Carrick,England,1981-07-28,ENG-CARRMICH-19810728
Gerry Hitchens,England,1934-10-08,ENG-HITCGERR-19341008
Conor Coady,England,1993-02-25,ENG-COADCONO-19930225
James Maddison,England,1996-11-23,ENG-MADDJAME-19961123
Colin McDonald,England,1930-10-15,ENG-MCDOCOLI-19301015
Jack Grealish,England,1995-09-10,ENG-GREAJACK-19950910
Declan Rice,England,1999-01-14,ENG-RICEDECL-19990114
Peter Broadbent,England,1933-05-15,ENG-BROAPETE-19330515
Peter Brabrook,England,1937-11-08,ENG-BRABPETE-19371108
Maurice Norman,England,1934-05-08,ENG-NORMMAUR-19340508
Ronnie Clayton,England,1934-08-05,ENG-CLAYRONN-19340805
Alan Peacock,England,1937-10-29,ENG-PEACALAN-19371029
Peter Crouch,England,1981-01-30,ENG-CROUPETE-19810130
Kalvin Phillips,England,1995-12-02,ENG-PHILKALV-19951202
Fabian Delph,England,1989-11-21,ENG-DELPFABI-19891121
Laurie Hughes,England,1924-03-02,ENG-HUGHLAUR-19240302
Jesse Lingard,England,1992-12-15,ENG-LINGJESS-19921215
Tom Finney,England,1922-04-05,ENG-FINNTOM-19220405
Ted Ditchburn,England,1921-10-24,ENG-DITCTED-19211024
Jimmy Dickinson,England,1925-04-25,ENG-DICKJIMM-19250425
Henry Cockburn,England,1921-09-14,ENG-COCKHENR-19210914
Roy Bentley,England,1924-05-17,ENG-BENTROY-19240517
Eddie Baily,England,1925-08-06,ENG-BAILEDDI-19250806
Maurice Setters,England,1936-12-16,ENG-SETTMAUR-19361216
Jack Butland,England,1993-03-10,ENG-BUTLJACK-19930310
Bill Eckersley,England,1925-07-16,ENG-ECKEBILL-19250716
Bobby Charlton,England,1937-10-11,ENG-CHARBOBB-19371011
Harry Kane,England,1993-07-28,ENG-KANEHARR-19930728
Kieran Trippier,England,1990-09-19,ENG-TRIPKIER-19900919
Alan A'Court,England,1934-09-30,ENG-A'COALAN-19340930
Alf Ramsey,England,1920-01-22,ENG-RAMSALF-19200122
Ashley Young,England,1985-07-09,ENG-YOUNASHL-19850709
Marcus Rashford,England,1997-10-31,ENG-RASHMARC-19971031
Bill Nicholson,England,1919-01-26,ENG-NICHBILL-19190126
Billy Wright,England,1924-02-06,ENG-WRIGBILL-19240206
Aaron Lennon,England,1987-04-16,ENG-LENNAARO-19870416
Scott Carson,England,1985-09-03,ENG-CARSSCOT-19850903
Stewart Downing,England,1984-07-22,ENG-DOWNSTEW-19840722
Theo Walcott,England,1989-03-16,ENG-WALCTHEO-19890316
Bert Williams,England,1920-01-31,ENG-WILLBERT-19200131
Willie Watson,England,1920-03-07,ENG-WATSWILL-19200307
Jim Taylor,England,1917-11-05,ENG-TAYLJIM-19171105
Laurie Scott,England,1917-04-23,ENG-SCOTLAUR-19170423
Jamie Vardy,England,1987-01-11,ENG-VARDJAMI-19870111
Sinisa Mihajlovic,FR Yugoslavia,1969-02-20,FR -MIHASINI-19690220
Slobodan Komljenovic,FR Yugoslavia,1971-01-02,FR -KOMLSLOB-19710102
Zoran Mirkovic,FR Yugoslavia,1971-09-21,FR -MIRKZORA-19710921
Nisa Saveljic,FR Yugoslavia,1970-02-23,FR -SAVENISA-19700223
Vladimir Jugovic,FR Yugoslavia,1969-08-30,FR -JUGOVLAD-19690830
Goran Đorovic,FR Yugoslavia,1971-11-11,FR -ĐOROGORA-19711111
Ljubinko Drulovic,FR Yugoslavia,1968-09-11,FR -DRULLJUB-19680911
Predrag Mijatovic,FR Yugoslavia,1969-01-19,FR -MIJAPRED-19690119
Zeljko Petrovic,FR Yugoslavia,1965-11-13,FR -PETRZELJ-19651113
Savo Milosevic,FR Yugoslavia,1973-09-02,FR -MILOSAVO-19730902
Ivica Kralj,FR Yugoslavia,1973-03-26,FR -KRALIVIC-19730326
Dejan Govedarica,FR Yugoslavia,1969-10-02,FR -GOVEDEJA-19691002
Miroslav Stevic,FR Yugoslavia,1970-01-07,FR -STEVMIRO-19700107
Dejan Stankovic,FR Yugoslavia,1978-09-11,FR -STANDEJA-19780911
Perica Ognjenovic,FR Yugoslavia,1977-02-24,FR -OGNJPERI-19770224
Miroslav Đukic,FR Yugoslavia,1966-02-19,FR -ĐUKIMIRO-19660219
Darko Kovacevic,FR Yugoslavia,1973-11-18,FR -KOVADARK-19731118
Branko Brnovic,FR Yugoslavia,1967-08-08,FR -BRNOBRAN-19670808
Slavisa Jokanovic,FR Yugoslavia,1968-08-16,FR -JOKASLAV-19680816
Marcel Langiller,France,1908-06-02,FRA-LANGMARC-19080602
Jean Laurent,France,1906-12-30,FRA-LAURJEAN-19061230
Lucien Laurent,France,1907-12-10,FRA-LAURLUCI-19071210
Ernest Liberati,France,1908-03-22,FRA-LIBEERNE-19080322
Andre Maschinot,France,1903-06-28,FRA-MASCANDR-19030628
Etienne Mattler,France,1905-12-25,FRA-MATTETIE-19051225
Mario Zatelli,France,1912-12-21,FRA-ZATEMARI-19121221
Bernard Lacombe,France,1952-08-15,FRA-LACOBERN-19520815
Vincent Candela,France,1973-10-24,FRA-CANDVINC-19731024
Alex Thepot,France,1906-07-30,FRA-THEPALEX-19060730
Celestin Delmer,France,1907-02-15,FRA-DELMCELE-19070215
Emile Veinante,France,1907-06-12,FRA-VEINEMIL-19070612
Numa Andoire,France,1908-03-19,FRA-ANDONUMA-19080319
Andre Tassin,France,1902-02-23,FRA-TASSANDR-19020223
Edmond Delfour,France,1907-11-01,FRA-DELFEDMO-19071101
Lucas Digne,France,1993-07-20,FRA-DIGNLUCA-19930720
Bernard Diomede,France,1974-01-23,FRA-DIOMBERN-19740123
Christian Dalger,France,1949-12-19,FRA-DALGCHRI-19491219
Marc Berdoll,France,1953-04-06,FRA-BERDMARC-19530406
Dominique Dropsy,France,1951-12-09,FRA-DROPDOMI-19511209
Moussa Sissoko,France,1989-08-16,FRA-SISSMOUS-19890816
Paul Pogba,France,1993-03-15,FRA-POGBPAUL-19930315
Loic Remy,France,1987-01-02,FRA-REMYLOIC-19870102
Laurent Koscielny,France,1985-09-10,FRA-KOSCLAUR-19850910
Morgan Schneiderlin,France,1989-11-08,FRA-SCHNMORG-19891108
Patrick Battiston,France,1957-03-12,FRA-BATTPATR-19570312
Maxime Bossis,France,1955-06-26,FRA-BOSSMAXI-19550626
Michel Platini,France,1955-06-21,FRA-PLATMICH-19550621
Gerard Janvion,France,1953-08-21,FRA-JANVGERA-19530821
Marcel Pinel,France,1908-07-08,FRA-PINEMARC-19080708
Jean-Paul Bertrand-Demanes,France,1952-05-23,FRA-BERTJEAN-19520523
Stephane Ruffier,France,1986-09-27,FRA-RUFFSTEP-19860927
Didier Six,France,1954-08-21,FRA-SIXDIDI-19540821
Eliaquim Mangala,France,1991-02-13,FRA-MANGELIA-19910213
Alphonse Areola,France,1993-02-27,FRA-AREOALPH-19930227
Rene Llense,France,1913-07-14,FRA-LLENRENE-19130714
Jacques Mairesse,France,1905-02-27,FRA-MAIRJACQ-19050227
Jean Nicolas,France,1913-06-09,FRA-NICOJEAN-19130609
Roger Rio,France,1913-02-13,FRA-RIOROGE-19130213
Alain Boghossian,France,1970-10-27,FRA-BOGHALAI-19701027
Lilian Thuram,France,1972-01-01,FRA-THURLILI-19720101
Fabien Barthez,France,1971-06-28,FRA-BARTFABI-19710628
Emmanuel Petit,France,1970-09-22,FRA-PETIEMMA-19700922
Frank Leboeuf,France,1968-01-22,FRA-LEBOFRAN-19680122
Christian Karembeu,France,1970-12-03,FRA-KARECHRI-19701203
David Trezeguet,France,1977-10-15,FRA-TREZDAVI-19771015
Christophe Dugarry,France,1972-03-24,FRA-DUGACHRI-19720324
Hector de Bourgoing,France,1934-07-23,FRA-BOURHECT-19340723
Lionel Charbonnier,France,1966-10-25,FRA-CHARLION-19661025
Michel Brusseaux,France,1913-03-19,FRA-BRUSMICH-19130319
Hector Cazenave,France,1914-04-13,FRA-CAZEHECT-19140413
Julien Darui,France,1916-02-16,FRA-DARUJULI-19160216
Laurent Di Lorto,France,1909-01-01,FRA-LORTLAUR-19090101
Raoul Diagne,France,1910-11-10,FRA-DIAGRAOU-19101110
Oscar Heisserer,France,1914-07-18,FRA-HEISOSCA-19140718
Georges Verriest,France,1909-07-15,FRA-VERRGEOR-19090715
Jules Vandooren,France,1908-12-30,FRA-VANDJULE-19081230
Francois Bourbotte,France,1913-02-24,FRA-BOURFRAN-19130224
Dominique Baratelli,France,1947-12-26,FRA-BARADOMI-19471226
Blaise Matuidi,France,1987-04-09,FRA-MATUBLAI-19870409
Christian Lopez,France,1953-03-15,FRA-LOPECHRI-19530315
Dominique Rocheteau,France,1955-01-14,FRA-ROCHDOMI-19550114
Olivier Rouyer,France,1955-12-01,FRA-ROUYOLIV-19551201
Patrice Rio,France,1948-08-15,FRA-RIOPATR-19480815
Claude Papi,France,1949-04-16,FRA-PAPICLAU-19490416
Dominique Bathenay,France,1954-02-13,FRA-BATHDOMI-19540213
Gerard Hausser,France,1939-03-18,FRA-HAUSGERA-19390318
Philippe Gondet,France,1942-05-17,FRA-GONDPHIL-19420517
Jean Djorkaeff,France,1939-10-27,FRA-DJORJEAN-19391027
Robert Pires,France,1973-10-29,FRA-PIREROBE-19731029
Jules Kounde,France,1998-11-12,FRA-KOUNJULE-19981112
Marcel Capelle,France,1904-02-23,FRA-CAPEMARC-19040223
Eduardo Camavinga,France,2002-11-10,FRA-CAMAEDUA-20021110
Marcus Thuram,France,1997-08-06,FRA-THURMARC-19970806
Mathieu Debuchy,France,1985-07-28,FRA-DEBUMATH-19850728
Jean Bastien,France,1915-06-21,FRA-BASTJEAN-19150621
Raphael Varane,France,1993-04-25,FRA-VARARAPH-19930425
Mamadou Sakho,France,1990-02-13,FRA-SAKHMAMA-19900213
Yohan Cabaye,France,1986-01-14,FRA-CABAYOHA-19860114
Youssouf Fofana,France,1999-01-10,FRA-FOFAYOUS-19990110
Remy Cabella,France,1990-03-08,FRA-CABEREMY-19900308
Karim Benzema,France,1987-12-19,FRA-BENZKARI-19871219
Antoine Griezmann,France,1991-03-21,FRA-GRIEANTO-19910321
Rio Mavuba,France,1984-03-08,FRA-MAVURIO-19840308
Axel Disasi,France,1998-03-11,FRA-DISAAXEL-19980311
Laurent Blanc,France,1965-11-19,FRA-BLANLAUR-19651119
Stephane Guivarc'h,France,1970-09-06,FRA-GUIVSTEP-19700906
Didier Deschamps,France,1968-10-15,FRA-DESCDIDI-19681015
Youri Djorkaeff,France,1968-03-09,FRA-DJORYOUR-19680309
Patrick Vieira,France,1976-06-23,FRA-VIEIPATR-19760623
Bixente Lizarazu,France,1969-12-09,FRA-LIZABIXE-19691209
Marcel Desailly,France,1968-09-07,FRA-DESAMARC-19680907
Bernard Lama,France,1963-04-07,FRA-LAMABERN-19630407
Abdelkader Ben Bouali,France,1912-10-25,FRA-BOUAABDE-19121025
Olivier Giroud,France,1986-09-30,FRA-GIROOLIV-19860930
Gregory Coupet,France,1972-12-31,FRA-COUPGREG-19721231
Yves Herbet,France,1945-08-17,FRA-HERBYVES-19450817
Johan Micoud,France,1973-07-24,FRA-MICOJOHA-19730724
Jean-Marc Guillou,France,1945-12-20,FRA-GUILJEAN-19451220
Henri Michel,France,1947-10-28,FRA-MICHHENR-19471028
Jean Petit,France,1949-09-25,FRA-PETIJEAN-19490925
Francois Bracci,France,1951-11-06,FRA-BRACFRAN-19511106
Thierry Henry,France,1977-08-17,FRA-HENRTHIE-19770817
Fritz Keller,France,1913-08-21,FRA-KELLFRIT-19130821
Zinedine Zidane,France,1972-06-23,FRA-ZIDAZINE-19720623
Matteo Guendouzi,France,1999-04-14,FRA-GUENMATT-19990414
Ibrahima Konate,France,1999-05-25,FRA-KONAIBRA-19990525
Theo Hernandez,France,1997-10-06,FRA-HERNTHEO-19971006
Kingsley Coman,France,1996-06-13,FRA-COMAKING-19960613
Dayot Upamecano,France,1998-10-27,FRA-UPAMDAYO-19981027
William Saliba,France,2001-03-24,FRA-SALIWILL-20010324
Jordan Veretout,France,1993-03-01,FRA-VEREJORD-19930301
Adrien Rabiot,France,1995-04-03,FRA-RABIADRI-19950403
Ulrich Rame,France,1972-09-19,FRA-RAMEULRI-19720919
Johnny Schuth,France,1941-12-07,FRA-SCHUJOHN-19411207
Georges Carnus,France,1942-08-13,FRA-CARNGEOR-19420813
Jacques Simon,France,1941-03-25,FRA-SIMOJACQ-19410325
Laurent Robuschi,France,1935-10-05,FRA-ROBULAUR-19351005
Jean-Claude Piumi,France,1940-05-27,FRA-PIUMJEAN-19400527
Lucien Muller,France,1934-09-03,FRA-MULLLUCI-19340903
Robert Herbin,France,1939-03-30,FRA-HERBROBE-19390330
Philippe Christanval,France,1978-08-31,FRA-CHRIPHIL-19780831
Claude Makelele,France,1973-02-18,FRA-MAKECLAU-19730218
Djibril Cisse,France,1981-08-12,FRA-CISSDJIB-19810812
Sylvain Wiltord,France,1974-05-10,FRA-WILTSYLV-19740510
Mikael Silvestre,France,1977-08-09,FRA-SILVMIKA-19770809
Willy Sagnol,France,1977-03-18,FRA-SAGNWILL-19770318
Marius Tresor,France,1950-01-15,FRA-TRESMARI-19500115
Martin Povolny,France,1914-07-19,FRA-POVOMART-19140719
Claude Abbes,France,1927-05-24,FRA-ABBECLAU-19270524
Auguste Jordan,France,1909-02-21,FRA-JORDAUGU-19090221
Abdelaziz Ben Tifour,France,1927-07-25,FRA-TIFOABDE-19270725
Armand Penverne,France,1926-11-26,FRA-PENVARMA-19261126
Abderrahmane Mahjoub,France,1929-04-25,FRA-MAHJABDE-19290425
Jean-Jacques Marcel,France,1931-06-13,FRA-MARCJEAN-19310613
Xerces Louis,France,1926-10-31,FRA-LOUIXERC-19261031
Robert Jonquet,France,1925-05-03,FRA-JONQROBE-19250503
Antoine Cuissard,France,1924-07-19,FRA-CUISANTO-19240719
Guillaume Bieganski,France,1932-11-03,FRA-BIEGGUIL-19321103
Nestor Combin,France,1940-12-29,FRA-COMBNEST-19401229
Raymond Kaelbel,France,1932-01-31,FRA-KAELRAYM-19320131
Bernard Genghini,France,1958-01-18,FRA-GENGBERN-19580118
Jacques Grimonpon,France,1925-07-30,FRA-GRIMJACQ-19250730
Rene Girard,France,1954-04-04,FRA-GIRARENE-19540404
Rene Dereuddre,France,1930-06-26,FRA-DERERENE-19300626
Jean-Francois Larios,France,1956-08-27,FRA-LARIJEAN-19560827
Andre Lerond,France,1930-12-06,FRA-LEROANDR-19301206
Robert Mouynet,France,1930-03-25,FRA-MOUYROBE-19300325
Bernard Chiarelli,France,1934-02-24,FRA-CHIABERN-19340224
Kazimir Hnatow,France,1929-01-09,FRA-HNATKAZI-19290109
Maurice Lafont,France,1927-09-13,FRA-LAFOMAUR-19270913
Raymond Bellot,France,1929-06-09,FRA-BELLRAYM-19290609
Stephane Bruey,France,1932-12-11,FRA-BRUESTEP-19321211
Yvon Douis,France,1935-05-16,FRA-DOUIYVON-19350516
Just Fontaine,France,1933-08-18,FRA-FONTJUST-19330818
Celestin Oliver,France,1930-07-12,FRA-OLIVCELE-19300712
Roger Piantoni,France,1931-12-26,FRA-PIANROGE-19311226
Maryan Wisnieski,France,1937-02-01,FRA-WISNMARY-19370201
Jean-Luc Ettori,France,1955-07-29,FRA-ETTOJEAN-19550729
Dominique Colonna,France,1928-09-04,FRA-COLODOMI-19280904
Leon Glovacki,France,1928-02-19,FRA-GLOVLEON-19280219
Raymond Kopa,France,1931-10-13,FRA-KOPARAYM-19311013
Michel Leblond,France,1932-05-10,FRA-LEBLMICH-19320510
Albert Rust,France,1953-10-10,FRA-RUSTALBE-19531010
Philippe Bergeroo,France,1954-01-13,FRA-BERGPHIL-19540113
Daniel Xuereb,France,1959-06-22,FRA-XUERDANI-19590622
Yvon Le Roux,France,1960-04-19,FRA-ROUXYVON-19600419
Philippe Vercruysse,France,1962-01-28,FRA-VERCPHIL-19620128
Michel Bibard,France,1958-11-30,FRA-BIBAMICH-19581130
William Ayache,France,1961-01-10,FRA-AYACWILL-19610110
Joel Bats,France,1957-01-04,FRA-BATSJOEL-19570104
Andre Chorda,France,1938-02-20,FRA-CHORANDR-19380220
Robert Budzynski,France,1940-05-21,FRA-BUDZROBE-19400521
Bernard Bosquier,France,1942-06-19,FRA-BOSQBERN-19420619
Alexandre Villaplane,France,1904-12-24,FRA-VILLALEX-19041224
Joseph Bonnel,France,1939-01-04,FRA-BONNJOSE-19390104
Edmond Baraffe,France,1942-10-19,FRA-BARAEDMO-19421019
Marcel Artelesa,France,1938-07-02,FRA-ARTEMARC-19380702
Thierry Tusseau,France,1958-01-19,FRA-TUSSTHIE-19580119
Marcel Aubour,France,1940-06-17,FRA-AUBOMARC-19400617
Luis Fernandez,France,1959-10-02,FRA-FERNLUIS-19591002
Jean-Marc Ferreri,France,1962-12-26,FRA-FERRJEAN-19621226
Alain Giresse,France,1952-09-02,FRA-GIREALAI-19520902
Yannick Stopyra,France,1961-01-09,FRA-STOPYANN-19610109
Jean-Pierre Papin,France,1963-11-05,FRA-PAPIJEAN-19631105
Roger Marche,France,1924-03-05,FRA-MARCROGE-19240305
Lucas Hernandez,France,1996-02-14,FRA-HERNLUCA-19960214
Philippe Mahut,France,1956-03-04,FRA-MAHUPHIL-19560304
Manuel Amoros,France,1962-02-01,FRA-AMORMANU-19620201
Jean Vincent,France,1930-11-29,FRA-VINCJEAN-19301129
Andre Strappe,France,1928-02-23,FRA-STRAANDR-19280223
Ignace Kowalczyk,France,1913-12-27,FRA-KOWAIGNA-19131227
Jean Castaneda,France,1957-03-20,FRA-CASTJEAN-19570320
Gerard Soler,France,1954-03-29,FRA-SOLEGERA-19540329
Ernest Schultz,France,1931-01-29,FRA-SCHUERNE-19310129
Bruno Bellone,France,1962-03-14,FRA-BELLBRUN-19620314
Abou Diaby,France,1986-05-11,FRA-DIABABOU-19860511
Sebastien Squillaci,France,1980-08-11,FRA-SQUISEBA-19800811
Steve Mandanda,France,1985-03-28,FRA-MANDSTEV-19850328
Jeremy Toulalan,France,1983-09-10,FRA-TOULJERE-19830910
Patrice Evra,France,1981-05-15,FRA-EVRAPATR-19810515
Andre-Pierre Gignac,France,1985-12-05,FRA-GIGNANDR-19851205
Yoann Gourcuff,France,1986-07-11,FRA-GOURYOAN-19860711
Marc Planus,France,1982-03-07,FRA-PLANMARC-19820307
Anthony Reveillere,France,1979-11-10,FRA-REVEANTH-19791110
Bacary Sagna,France,1983-02-14,FRA-SAGNBACA-19830214
Hugo Lloris,France,1986-12-26,FRA-LLORHUGO-19861226
Franck Ribery,France,1983-04-07,FRA-RIBEFRAN-19830407
Pascal Chimbonda,France,1979-02-21,FRA-CHIMPASC-19790221
Mathieu Valbuena,France,1984-09-28,FRA-VALBMATH-19840928
Didier Couecou,France,1944-07-25,FRA-COUEDIDI-19440725
Gabriel de Michele,France,1941-03-06,FRA-MICHGABR-19410306
Noel Lietaer,France,1908-11-17,FRA-LIETNOEL-19081117
Pierre Korb,France,1908-04-20,FRA-KORBPIER-19080420
Augustin Chantrel,France,1908-07-08,FRA-CHANAUGU-19080708
Joseph Gonzales,France,1907-02-19,FRA-GONZJOSE-19070219
Louis Gabrillargues,France,1914-06-16,FRA-GABRLOUI-19140616
Robert Defosse,France,1909-06-16,FRA-DEFOROBE-19090616
Roger Courtois,France,1912-05-30,FRA-COURROGE-19120530
Georges Beaucourt,France,1912-04-15,FRA-BEAUGEOR-19120415
Alfred Aston,France,1912-05-16,FRA-ASTOALFR-19120516
Joseph Alcazar,France,1911-06-15,FRA-ALCAJOSE-19110615
Lucien Jasseron,France,1913-12-29,FRA-JASSLUCI-19131229
Alain Couriol,France,1958-10-24,FRA-COURALAI-19581024
Randal Kolo Muani,France,1998-12-05,FRA-MUANRAND-19981205
Nicolas Anelka,France,1979-03-14,FRA-ANELNICO-19790314
Gael Givet,France,1981-10-09,FRA-GIVEGAEL-19811009
Cedric Carrasso,France,1981-12-30,FRA-CARRCEDR-19811230
Jean Tigana,France,1955-06-23,FRA-TIGAJEAN-19550623
Gael Clichy,France,1985-07-26,FRA-CLICGAEL-19850726
Alain Giresse,France,1952-08-02,FRA-GIREALAI-19520802
Benjamin Mendy,France,1994-07-17,FRA-MENDBENJ-19940717
Lazare Gianessi,France,1925-11-09,FRA-GIANLAZA-19251109
Cesar Ruminski,France,1924-06-14,FRA-RUMICESA-19240614
Vikash Dhorasoo,France,1973-10-10,FRA-DHORVIKA-19731010
Florent Malouda,France,1980-06-13,FRA-MALOFLOR-19800613
William Gallas,France,1977-08-17,FRA-GALLWILL-19770817
Jean-Alain Boumsong,France,1979-12-14,FRA-BOUMJEAN-19791214
Mickael Landreau,France,1979-05-14,FRA-LANDMICK-19790514
Benjamin Pavard,France,1996-03-28,FRA-PAVABENJ-19960328
Presnel Kimpembe,France,1995-08-13,FRA-KIMPPRES-19950813
Samuel Umtiti,France,1993-11-14,FRA-UMTISAMU-19931114
Thomas Lemar,France,1995-11-12,FRA-LEMATHOM-19951112
Eric Abidal,France,1979-09-11,FRA-ABIDERIC-19790911
Kylian Mbappe,France,1998-12-20,FRA-MBAPKYLI-19981220
Aurelien Tchouameni,France,2000-01-27,FRA-TCHOAURE-20000127
Alou Diarra,France,1981-07-15,FRA-DIARALOU-19810715
Louis Saha,France,1978-08-08,FRA-SAHALOUI-19780808
Sidney Govou,France,1979-07-27,FRA-GOVOSIDN-19790727
Florian Thauvin,France,1993-01-26,FRA-THAUFLOR-19930126
Djibril Sidibe,France,1992-07-29,FRA-SIDIDJIB-19920729
Francois Remetter,France,1928-08-08,FRA-REMEFRAN-19280808
Adil Rami,France,1985-12-27,FRA-RAMIADIL-19851227
Steven Nzonzi,France,1988-12-15,FRA-NZONSTEV-19881215
